id;nome;categoria_regulatoria;data_vencimento_registro;classe_terapeutica;mari;situacao_registro;principio_ativo;estoque;preco
195;ACTPARIN;SIMILAR;2007-05-01;ANTICOAGULANTES;S;CANCELADO;CADUCOU;15;438
196;ACU FRESH;ESPECÍFICO;2026-07-01;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;S;VÁLIDO;CARMELOSE SÓDICA;6;155
197;ACU FRESH G;ESPECÍFICO;2031-10-01;EMOLIENTES E PROTETORES OFTALMICOS;S;VÁLIDO;CARMELOSE SÓDICA +  GLICEROL;18;29
198;ACULAR;NOVO;2029-05-01;ANTINFLAMATORIOS;S;VÁLIDO;TROMETAMOL CETOROLACO ;28;284
199;ACYCLO;SIMILAR;2005-07-01;ANTIVIROTICOS;S;CANCELADO;CADUCOU;7;95
200;AD - CÁLCIO;ESPECÍFICO;2013-07-01;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;S;CANCELADO;CADUCOU;23;442
201;AD FURP;ESPECÍFICO;2028-02-01;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;S;VÁLIDO;COLECALCIFEROL +  PALMITATO DE RETINOL +  ÓXIDO DE ZINCO;4;211
202;AD TIL;ESPECÍFICO;2004-12-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;16;208
203;AD-ELEMENT;SIMILAR;2019-04-01;NUTRIENTES PARENTERAIS;S;CANCELADO;CADUCOU;1;79
204;AD-MUC;FITOTERÁPICO;2028-01-01;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES;S;VÁLIDO;MATRICARIA RECUTITA L.;12;148
205;AD-TIL;ESPECÍFICO;2026-08-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;9;219
206;AD-VITAM;ESPECÍFICO;2025-04-01;POLIVITAMINICOS SEM MINERAIS;S;VÁLIDO;ACETATO DE RETINOL +  COLECALCIFEROL;8;370
207;ADACEL;BIOLÓGICO;2028-03-01;VACINAS;S;CANCELADO;CADUCOU;4;381
208;ADACEL POLIO;BIOLÓGICO;3999-12-31;VACINAS;S;CANCELADO;CADUCOU;27;400
209;ADACNE;SIMILAR;2025-12-01;PRODUTOS ANTI-ACNE;S;VÁLIDO;ADAPALENO;23;220
210;ADACNE CLIN;NOVO;2027-02-01;PRODUTOS ANTI-ACNE;S;VÁLIDO;ADAPALENO +  FOSFATO DE CLINDAMICINA;25;482
211;ADACOR;SIMILAR;2005-07-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;24;276
212;ADALAT;NOVO;2016-04-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;9;78
213;ADALEX;SIMILAR;2012-10-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;18;22
214;ADAPALENO;GENÉRICO;2020-02-01;PRODUTOS ANTI-ACNE;S;CANCELADO;CADUCOU;22;254
215;ADAPEL;SIMILAR;2018-11-01;PRODUTOS ANTI-ACNE;S;CANCELADO;CADUCOU;8;20
216;ADAPTA;SIMILAR;2028-06-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;23;218
217;ADAPTIS GEL;ESPECÍFICO;2029-07-01;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;S;VÁLIDO;CARBÔMER 940;15;115
218;ADCETRIS;BIOLÓGICO;2029-09-01;ANTINEOPLASICO;S;VÁLIDO;BRENTUXIMABE VEDOTINA;26;93
219;ADCIRCA;NOVO;2020-06-01;VASODILATADORES;S;CANCELADO;CADUCOU;29;49
220;ADDAVEN;ESPECÍFICO;2030-07-01;NUTRIENTES PARENTERAIS;S;VÁLIDO;CLORETO CRÔMICO HEXAIDRATADO +  CLORETO CÚPRICO +  CLORETO DE ZINCO +  CLORETO FÉRRICO +  FLUORETO DE SÓDIO +  IODETO DE POTÁSSIO +  SELENITO DE SÓDIO +  DICLORETO DE MANGANÊS TETRAIDRATADO +  MOLIBDATO DE SÓDIO DIIDRATADO;13;196
221;ADDERA D3;ESPECÍFICO;2013-09-01;ANALOGO SINTETICO DA VITAMINA D;S;CANCELADO;CADUCOU;28;44
222;ADDITIVA VITAMINA C;SIMILAR;2004-06-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;23;469
223;ADECUR;SIMILAR;2007-06-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;10;161
224;ADEDERME;ESPECÍFICO;2014-11-01;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;S;CANCELADO;CADUCOU;26;112
225;ADEDOIS;SIMILAR;2002-11-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;9;320
226;ADEFORTE;ESPECÍFICO;2004-10-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;12;406
227;ADEGLÓS;SIMILAR;2010-04-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;CANCELADO;CADUCOU;17;134
228;ADEGRIP;SIMILAR;2007-03-01;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;S;CANCELADO;CADUCOU;18;292
229;ADEKS;SIMILAR;2005-12-01;POLIVITAMINICOS COM MINERAIS;S;CANCELADO;CADUCOU;12;421
230;ADELLE 20;SIMILAR;2020-11-01;ANTICONCEPCIONAIS;S;CANCELADO;CADUCOU;26;146
231;ADELLE 30;SIMILAR;2020-11-01;ANTICONCEPCIONAIS;S;CANCELADO;CADUCOU;20;93
232;ADEMETIONINA;SIMILAR;2002-05-01;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;S;CANCELADO;CADUCOU;12;114
233;ADENOCARD;SIMILAR;2025-06-01;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;S;VÁLIDO;ADENOSINA;2;127
234;ADENON;DINAMIZADO;2026-04-01;MEDICAMENTOS DINAMIZADOS COMPOSTOS;S;VÁLIDO;BARYTA CARBONICA +  BERBERIS VULGARIS L. +  CALCAREA CARBONICA +  MERCURIUS SULPHURATUS RUBER;1;127
235;ADENOSINA;GENÉRICO;2026-01-01;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;S;VÁLIDO;ADENOSINA;30;367
236;ADEPRESS;FITOTERÁPICO;2007-04-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;0;488
237;ADEROGIL D3;ESPECÍFICO;2010-06-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;29;299
238;ADEROGIL GOTAS;ESPECÍFICO;2016-08-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;0;301
239;ADEXIL;SIMILAR;2002-11-01;PROSTAGLANDINAS;S;CANCELADO;CADUCOU;6;215
240;ADFEN;SIMILAR;2001-12-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;CANCELADO;CADUCOU;10;19
241;ADILOZ;SIMILAR;2027-07-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;LINEZOLIDA;6;112
242;ADINOS;NOVO;2029-05-01;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;S;VÁLIDO;DESONIDA;19;340
243;ADINOS GEN;NOVO;2026-08-01;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;S;VÁLIDO;DESONIDA +  SULFATO DE GENTAMICINA;8;77
244;ADIPEPT;SIMILAR;2028-12-01;ANTIACIDOS E ANTIULCEROSOS;S;VÁLIDO;PANTOPRAZOL;3;235
245;ADIPINA;SIMILAR;2003-01-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;7;479
246;ADLYV;SIMILAR;2031-11-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO;16;125
247;ADMELOG;BIOLÓGICO;2028-09-01;ANTIDIABETICOS;S;CANCELADO;CADUCOU;26;53
248;ADMENTA;SIMILAR;2020-09-01;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;CANCELADO;CADUCOU;6;430
249;ADNASAL;SIMILAR;2006-10-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;21;368
250;ADNAX;SIMILAR;2000-04-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;28;279
251;ADOLESS;SIMILAR;2028-05-01;ANTICONCEPCIONAIS;S;VÁLIDO;ETINILESTRADIOL +  GESTODENO;3;252
252;ADORLAN;NOVO;2030-07-01;ANALGESICOS NARCOTICOS;S;VÁLIDO;CLORIDRATO DE TRAMADOL +  DICLOFENACO SÓDICO;9;99
253;ADPREX;FITOTERÁPICO;2011-03-01;ANTIDEPRESSIVOS + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;12;372
254;ADRECON;SIMILAR;2007-11-01;GLICOCORTICOIDES SISTEMICOS;N;CANCELADO;CADUCOU;2;15
255;ADREN;SIMILAR;2028-06-01;MEDICAMENTOS C/ ACAO NO MIOCARDIO;S;VÁLIDO;EPINEFRINA;28;13
256;ADRENALINA;SIMILAR;2005-12-01;VASOCONSTRITORES E HIPERTENSORES;S;CANCELADO;CADUCOU;26;262
257;ADRENOXIL;SIMILAR;2004-12-01;ANTI-HEMORRAGICOS;S;CANCELADO;CADUCOU;20;5
258;ADRENYL;SIMILAR;2013-01-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;13;433
259;ADRIBLASTINA;NOVO;2008-02-01;ANTIBIOTICOS ANTINEOPLASICOS;S;CANCELADO;CADUCOU;15;107
260;ADROXIL;SIMILAR;2007-03-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;19;455
261;ADVANTAN;NOVO;2013-04-01;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;S;CANCELADO;CADUCOU;16;195
262;ADVATE;BIOLÓGICO;2019-07-01;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;S;CANCELADO;CADUCOU;26;276
263;ADVIDINE;SIMILAR;2011-11-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;21;50
264;ADVIL;SIMILAR;2022-10-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;30;256
265;ADVIT;ESPECÍFICO;2004-06-01;VITAMINAS E SUPLEMENTOS MINERAIS;S;CANCELADO;CADUCOU;27;329
266;ADVNASAL;SIMILAR;2012-10-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;27;290
267;ADYNOVATE;BIOLÓGICO;2030-01-01;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;S;CANCELADO;CADUCOU;30;316
268;AEBOL;SIMILAR;2020-06-01;ANTIPSICOTICOS;S;CANCELADO;CADUCOU;19;383
269;AERO-PED;SIMILAR;2005-01-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;15;321
270;AEROCLEAN;SIMILAR;2005-02-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;12;239
271;AEROCORT S;SIMILAR;2019-06-01;ANTIASMATICOS;S;CANCELADO;CADUCOU;2;499
272;AERODILAT;SIMILAR;2012-11-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;1;272
273;AERODINI;SIMILAR;2026-03-01;BRONCODILATADORES;S;VÁLIDO;SULFATO DE SALBUTAMOL;29;270
274;AERODIOL;NOVO;2010-10-01;ESTROGENOS SIMPLES;S;CANCELADO;CADUCOU;23;335
275;AERODIVENT;SIMILAR;2025-06-01;BRONCODILATADORES;S;VÁLIDO;BROMETO DE IPRATRÓPIO;14;323
276;AEROFLUX;NOVO;2008-06-01;EXPECTORANTES;S;CANCELADO;CADUCOU;19;429
277;AEROFRIN;SIMILAR;2029-06-01;BRONCODILATADORES;S;VÁLIDO;SULFATO DE SALBUTAMOL MICRONIZADO;18;442
278;AEROGOLD;SIMILAR;2029-08-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;17;294
279;AEROGREEN;SIMILAR;2014-03-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;18;373
280;AEROJET;SIMILAR;2012-10-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;3;226
281;AEROLIN;NOVO;2006-08-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;12;115
282;AEROMED;SIMILAR;2028-09-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;0;400
283;AERONAX;SIMILAR;2007-04-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;0;129
284;AEROTAMOL;SIMILAR;2006-10-01;BRONCODILATADORES;S;CANCELADO;CADUCOU;16;320
285;AEROTIDE;SIMILAR;2009-09-01;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;25;418
286;AEROTRAT;SIMILAR;2027-07-01;BRONCODILATADORES;S;VÁLIDO;SULFATO DE SALBUTAMOL;14;161
287;AESCULUS HIPPOCASTANUM;FITOTERÁPICO;2006-07-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;1;316
288;AFINITOR;NOVO;2029-06-01;ANTINEOPLASICO;S;VÁLIDO;EVEROLIMO;9;313
289;AFOLIC;ESPECÍFICO;2026-12-01;ANTIANEMICOS SIMPLES;S;VÁLIDO;ÁCIDO FÓLICO;1;380
290;AFOLIC INFANTIL;ESPECÍFICO;2025-12-01;ANTIANEMICOS SIMPLES;S;VÁLIDO;ÁCIDO FÓLICO;30;43
291;AFOPIC;ESPECÍFICO;2026-12-01;ANTIANEMICOS;S;VÁLIDO;ÁCIDO FÓLICO;2;279
292;AFRAT;SIMILAR;2026-02-01;SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;IBANDRONATO DE SÓDIO;22;312
293;AFREZZA;BIOLÓGICO;2029-06-01;ANTIDIABETICOS;S;VÁLIDO;INSULINA HUMANA;22;228
294;AFRIN;NOVO;2014-10-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;23;146
295;AFRIN SALINE MIST;SIMILAR;2015-12-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;16;304
296;AFSTYLA;BIOLÓGICO;2039-12-01;OUTROS PRODUTOS ANTI-HEMORRAGICOS;S;VÁLIDO;ALFALONOCTOCOGUE;14;473
297;AFTINE;SIMILAR;2025-07-01;PRODUTOS PARA OROFARINGE;S;VÁLIDO;CLORIDRATO DE PROCAÍNA +  MENTOL +  SULFATO DE NEOMICINA +  TARTARATO DE BISMUTO E SÓDIO;17;41
298;AFTJET;SIMILAR;2007-03-01;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE;S;CANCELADO;CADUCOU;11;112
299;AFTODERM;SIMILAR;2010-02-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;24;62
300;AGALAX;SIMILAR;2007-11-01;LAXANTES IRRITANTES OU ESTIMULANTES;S;CANCELADO;CADUCOU;15;365
301;AGAMIR;SIMILAR;2018-03-01;ANTIPARKINSONIANOS;S;CANCELADO;CADUCOU;5;327
302;AGAROL;NOVO;2008-02-01;LAXANTES IRRITANTES OU ESTIMULANTES;S;CANCELADO;CADUCOU;7;455
303;AGARORIO;SIMILAR;2005-05-01;LAXANTES;S;CANCELADO;CADUCOU;8;83
304;AGASTEN;NOVO;2019-08-01;ANTI-HISTAMINICOS SISTEMICOS;S;CANCELADO;CADUCOU;4;223
305;AGENERASE;NOVO;2004-08-01;ANTIVIROTICOS;S;CANCELADO;CADUCOU;2;465
306;AGEZAG;SIMILAR;2015-12-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;CANCELADO;CADUCOU;21;246
307;AGILISIN;SIMILAR;2009-07-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;CANCELADO;CADUCOU;13;114
308;AGINOTRICIN;SIMILAR;2016-01-01;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE;S;CANCELADO;CADUCOU;25;20
309;AGIOFIBRA;FITOTERÁPICO;2010-09-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;27;46
310;AGIOLAX;FITOTERÁPICO;2020-06-01;LAXANTES INCREMENTADORES DO BOLO INTESTINAL;S;CANCELADO;CADUCOU;20;32
311;AGLICON-SOY;FITOTERÁPICO;2010-07-01;COADJUVANTE NO TRATAMENTO DO CLIMATERIO + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;21;143
312;AGLITIL;SIMILAR;2026-02-01;ANTIDIABETICOS;S;CANCELADO;CADUCOU;14;341
313;AGLIX;FITOTERÁPICO;2023-04-01;EXPECTORANTES + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;7;86
314;AGLUCOSE;SIMILAR;2028-02-01;ANTIDIABETICOS;S;VÁLIDO;ACARBOSE;25;487
315;AGONIADA COMPOSTA FARMAERVAS;FITOTERÁPICO;2007-11-01;ANTIESPASMODICOS + FITOTERAPICO COMPOSTO + PRODUTOS COM ACAO UTERINA EXCLUSIVE PROTAGLANDINAS;S;CANCELADO;CADUCOU;4;112
316;AGOXOM;SIMILAR;2030-04-01;ANTIDEPRESSIVOS;S;VÁLIDO;AGOMELATINA;0;338
317;AGRANGIO;SIMILAR;2017-04-01;VASODILATADORES;S;CANCELADO;CADUCOU;19;44
318;AGRASTAT;NOVO;2013-09-01;ANTIAGREGANTE PLAQUETARIO;S;CANCELADO;CADUCOU;10;492
319;AGRIPIN;SIMILAR;2002-02-01;ANALGESICOS;S;CANCELADO;CADUCOU;5;451
320;AGRITOSS;FITOTERÁPICO;2029-11-01;EXPECTORANTES SIMPLES;N;CANCELADO;CADUCOU;16;276
321;AGRYLIN;NOVO;2022-08-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;CANCELADO;CADUCOU;3;73
322;AGUA BI-DESTILADA APIROGENICA;SIMILAR;2004-01-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;2;364
323;AGUA BIDESTILADA;SIMILAR;2006-08-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;24;482
324;AGUA BORICADA 3%;NÃO ESPECIFICADO;2010-04-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;CANCELADO;CADUCOU;18;160
325;AGUA DESTILADA;SIMILAR;2007-07-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;15;242
326;AGUA DESTILADA ESTERIL E APIROGENICA;SIMILAR;2006-10-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;20;213
327;AGUA INGLESA CATARINENSE;FITOTERÁPICO;2029-10-01;FITOTERAPICO COMPOSTO;S;VÁLIDO;CINCHONA CALISAYA WEDD.;2;451
328;AGUA OXIGENADA 10V;NÃO ESPECIFICADO;2009-06-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;7;226
329;AGUA PARA INJECAO;SIMILAR;2002-02-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;26;200
330;AGUA PARA INJECAO MADREVITA;SIMILAR;2012-08-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;12;49
331;AGUA PARA INJETAVEIS;ESPECÍFICO;2029-07-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJETÁVEIS;1;77
332;AGUA PARA INJEÇAO;ESPECÍFICO;2025-05-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;10;57
333;AGUA PARA INJEÇÃO;SIMILAR;2004-07-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;27;267
334;AGUARDENTE ALEMÃ;FITOTERÁPICO;2006-05-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;7;11
335;AGUD;GENÉRICO;2028-11-01;ANALGESICOS NARCOTICOS;S;VÁLIDO;FOSFATO DE CODEÍNA +  PARACETAMOL;2;261
336;AH-ZUL;SIMILAR;2020-05-01;VASODILATADORES;S;CANCELADO;CADUCOU;30;349
337;AILUK;SIMILAR;2032-03-01;ANTIASMATICOS;S;VÁLIDO;DIPROPIONATO DE BECLOMETASONA;28;28
338;AIMAFIX;SIMILAR;2009-11-01;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;S;CANCELADO;CADUCOU;13;237
339;AINDA SR;SIMILAR;2020-04-01;DIURETICOS SIMPLES;S;CANCELADO;CADUCOU;27;404
340;AIPRI;GENÉRICO;2028-01-01;ANTIPSICOTICOS;S;VÁLIDO;ARIPIPRAZOL;25;60
341;AIRCLIN;SIMILAR;2005-05-01;GLICOCORTICOIDES SISTEMICOS;S;CANCELADO;CADUCOU;24;355
342;AIRES;SIMILAR;2018-06-01;EXPECTORANTES BALSAMICOS E MUCOLITICO;S;CANCELADO;CADUCOU;11;484
343;AITRAVIC;GENÉRICO;2022-12-01;ANTIGLAUCOMATOSOS;S;CANCELADO;CADUCOU;4;295
344;AIXA;SIMILAR;2018-03-01;ANTICONCEPCIONAIS;S;CANCELADO;CADUCOU;8;212
345;AJOVY;BIOLÓGICO;2029-12-01;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;FREMANEZUMABE;9;284
346;AKALMESE;FITOTERÁPICO;2031-09-01;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;S;VÁLIDO;PASSIFLORA INCARNATA L.;2;239
347;AKALURET;SIMILAR;2005-07-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;8;182
348;AKINETON;NOVO;2012-03-01;ANTIPARKINSONIANOS;S;CANCELADO;CADUCOU;16;398
349;AKIROL;SIMILAR;2005-01-01;PRODUTOS ANTI-ACNE;S;CANCELADO;CADUCOU;0;55
350;AKSSUS;SIMILAR;2029-06-01;ANTINEOPLASICO;S;VÁLIDO;PACLITAXEL;4;213
351;AKYNZEO;NOVO;2027-12-01;ANTIEMÉTICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO DE PALONOSETRONA +  NETUPITANTO;1;193
352;ALAGLU;ESPECÍFICO;2019-09-01;NUTRIENTES PARENTERAIS;S;CANCELADO;CADUCOU;17;286
353;ALANDRE;SIMILAR;2031-03-01;PROGESTAGENOS SIMPLES;S;VÁLIDO;DIENOGESTE;4;473
354;ALBA 3;SIMILAR;2010-05-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;21;227
355;ALBEL;SIMILAR;2029-08-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;VÁLIDO;ALBENDAZOL;29;64
356;ALBEMPHIL;SIMILAR;2006-08-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;12;297
357;ALBEN;SIMILAR;2004-05-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;6;338
358;ALBENDAL;SIMILAR;2010-02-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;13;261
359;ALBENDAN;SIMILAR;2001-06-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;14;281
360;ALBENDAZOL;SIMILAR;2001-07-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;29;417
361;ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL;GENÉRICO;2025-08-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;VÁLIDO;ALBENDAZOL;5;349
362;ALBENDOL;SIMILAR;2006-08-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;5;361
363;ALBENDOXIL;SIMILAR;2009-02-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;5;218
364;ALBENDROX;SIMILAR;2017-05-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;9;133
365;ALBENDY;SIMILAR;2008-10-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;13;230
366;ALBENIX;SIMILAR;2011-04-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;4;455
367;ALBENTEL;SIMILAR;2016-08-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;29;392
368;ALBENZONIL;SIMILAR;2011-10-01;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;S;CANCELADO;CADUCOU;27;113
369;ALBEZIN;SIMILAR;2010-07-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;30;339
370;ALBICON;NOVO;2025-03-01;DEMULCENTES E OUTROS MEDS. USO ORAL P/ TRATAM. OROFARINGE;N;CANCELADO;CADUCOU;10;236
371;ALBISTIN;SIMILAR;2026-02-01;ANTIMICOTICO;S;VÁLIDO;NISTATINA;24;272
372;ALBOCRESIL;NOVO;2026-08-01;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES;S;CANCELADO;CADUCOU;6;344
373;ALBUMAX;SIMILAR;2026-09-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;VÁLIDO;ALBUMINA HUMANA;12;349
374;ALBUMINA HUMANA;BIOLÓGICO;2006-02-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;26;25
375;ALBUMINA HUMANA 20%;SIMILAR;2000-03-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;12;184
376;ALBUMINA HUMANA 20% BIOTEST;NOVO;2014-10-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;11;348
377;ALBUMINA HUMANA BAXTER AG;BIOLÓGICO;2016-06-01;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;S;CANCELADO;CADUCOU;30;498
378;ALBUMINA HUMANA DE ORIGEM PLASMATICA;SIMILAR;2002-03-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;15;131
379;ALBUMINA HUMANA DE ORIGEM PLASMATICA LFB;SIMILAR;2003-12-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;26;33
380;ALBUMINA HUMANA GRIFOLS;NOVO;2025-12-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;VÁLIDO;ALBUMINA HUMANA;4;241
381;ALBUMINA HUMANA HEMOBRÁS;NOVO;2031-12-01;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;S;VÁLIDO;ALBUMINA HUMANA;14;127
382;ALBUMINA HUMANA PLASMATICA;NOVO;2006-09-01;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;S;CANCELADO;CADUCOU;11;250
383;ALBUMINA SÉRICA HUMANA NORMAL;BIOLÓGICO;2020-12-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;1;164
384;ALBUMINAR;NOVO;2019-11-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;CANCELADO;CADUCOU;28;500
385;ALBUNEX;NOVO;2005-03-01;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;S;VÁLIDO;CADUCOU;23;313
386;ALBUREX 20;SIMILAR;2012-05-01;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;S;CANCELADO;CADUCOU;5;49
